"trade_date","segment","token","symbol","expirydate","insttype","optiontype","strikeprice","lotmultiple","lotsize","ticksize","name","series","divisor","exch","fullname","freeze_qty"
2026-07-01,F&O,35164,AUROPHARMA,"1469716200",OPTSTK,CE,88000,1.0,550,5.0,AUROPHARMA26JUL880CE,XX,100,NSE,OPT AUROPHARMA 880.00 CE 2026-07-28,1800
2026-07-01,F&O,35165,AUROPHARMA,"1469716200",OPTSTK,PE,88000,1.0,550,5.0,AUROPHARMA26JUL880PE,XX,100,NSE,OPT AUROPHARMA 880.00 PE 2026-07-28,1800
2026-07-01,F&O,35166,AXISBANK,"1469716200",OPTSTK,CE,166000,1.0,625,5.0,AXISBANK26JUL1660CE,XX,100,NSE,OPT AXISBANK 1660.00 CE 2026-07-28,1800
2026-07-01,F&O,35167,AXISBANK,"1469716200",OPTSTK,PE,166000,1.0,625,5.0,AXISBANK26JUL1660PE,XX,100,NSE,OPT AXISBANK 1660.00 PE 2026-07-28,1800
2026-07-01,F&O,35168,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35169,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35170,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35171,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35172,BANKNIFTY,"1469716200",OPTIDX,CE,4030000,1.0,30,5.0,BANKNIFTY26JUL40300CE,XX,100,NSE,OPT BANKNIFTY 40300.00 CE 2026-07-28,1800
2026-07-01,F&O,35173,BANKNIFTY,"1469716200",OPTIDX,PE,4030000,1.0,30,5.0,BANKNIFTY26JUL40300PE,XX,100,NSE,OPT BANKNIFTY 40300.00 PE 2026-07-28,1800
2026-07-01,F&O,35174,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35175,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35176,BANKNIFTY,"1472135400",OPTIDX,CE,3970000,1.0,30,5.0,BANKNIFTY26AUG39700CE,XX,100,NSE,OPT BANKNIFTY 39700.00 CE 2026-08-25,1800
2026-07-01,F&O,35177,BANKNIFTY,"1472135400",OPTIDX,PE,3970000,1.0,30,5.0,BANKNIFTY26AUG39700PE,XX,100,NSE,OPT BANKNIFTY 39700.00 PE 2026-08-25,1800
2026-07-01,F&O,35178,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35179,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35180,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35181,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35182,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35183,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35184,BAJAJHLDNG,"1469716200",OPTSTK,CE,1340000,1.0,75,5.0,BAJAJHLDNG26JUL13400CE,XX,100,NSE,OPT BAJAJHLDNG 13400.00 CE 2026-07-28,1800
2026-07-01,F&O,35185,BAJAJHLDNG,"1469716200",OPTSTK,PE,1340000,1.0,75,5.0,BAJAJHLDNG26JUL13400PE,XX,100,NSE,OPT BAJAJHLDNG 13400.00 PE 2026-07-28,1800
2026-07-01,F&O,35186,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35187,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35188,BAJFINANCE,"1469716200",OPTSTK,CE,118000,1.0,750,5.0,BAJFINANCE26JUL1180CE,XX,100,NSE,OPT BAJFINANCE 1180.00 CE 2026-07-28,1800
2026-07-01,F&O,35189,BAJFINANCE,"1469716200",OPTSTK,PE,118000,1.0,750,5.0,BAJFINANCE26JUL1180PE,XX,100,NSE,OPT BAJFINANCE 1180.00 PE 2026-07-28,1800
2026-07-01,F&O,35190,ABB,"1469716200",OPTSTK,CE,990000,1.0,125,5.0,ABB26JUL9900CE,XX,100,NSE,OPT ABB 9900.00 CE 2026-07-28,1800
2026-07-01,F&O,35191,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35192,ABB,"1469716200",OPTSTK,PE,990000,1.0,125,5.0,ABB26JUL9900PE,XX,100,NSE,OPT ABB 9900.00 PE 2026-07-28,1800
2026-07-01,F&O,35193,"","0","","",0,1.0,0,0.0,"",XX,100,NSE,FUT  1980-01-01,1800
2026-07-01,F&O,35194,ABB,"1469716200",OPTSTK,CE,1010000,1.0,125,5.0,ABB26JUL10100CE,XX,100,NSE,OPT ABB 10100.00 CE 2026-07-28,1800
2026-07-01,F&O,35195,ABB,"1469716200",OPTSTK,PE,1010000,1.0,125,5.0,ABB26JUL10100PE,XX,100,NSE,OPT ABB 10100.00 PE 2026-07-28,1800
2026-07-01,F&O,35196,ABB,"1472135400",OPTSTK,CE,870000,1.0,125,5.0,ABB26AUG8700CE,XX,100,NSE,OPT ABB 8700.00 CE 2026-08-25,1800
2026-07-01,F&O,35197,ABB,"1472135400",OPTSTK,PE,870000,1.0,125,5.0,ABB26AUG8700PE,XX,100,NSE,OPT ABB 8700.00 PE 2026-08-25,1800
2026-07-01,F&O,35198,ABB,"1472135400",OPTSTK,CE,890000,1.0,125,5.0,ABB26AUG8900CE,XX,100,NSE,OPT ABB 8900.00 CE 2026-08-25,1800
2026-07-01,F&O,35199,ABB,"1472135400",OPTSTK,PE,890000,1.0,125,5.0,ABB26AUG8900PE,XX,100,NSE,OPT ABB 8900.00 PE 2026-08-25,1800
