# futures basket -- roots from XNSE_NIFTYFNO_EQUITY
# all: every live expiry per root
# expiries are re-picked from today's data, so the contracts below go stale but the basket does not
# refreshed from constituents/contracts/20260907/XNSE_NIFTYFNO_FUTURES_ALL.parquet at 2026-09-07T04:00:13Z
# 614 contract(s), expiries 26NOV, 26OCT, 26SEP
NSE:360ONE26NOVFUT
NSE:TMPV26SEPFUT
NSE:TORNTPHARM26NOVFUT
NSE:TORNTPHARM26OCTFUT
NSE:TORNTPHARM26SEPFUT
NSE:TRENT26NOVFUT
NSE:TRENT26OCTFUT
NSE:TRENT26SEPFUT
NSE:TVSMOTOR26NOVFUT
NSE:TVSMOTOR26OCTFUT
NSE:TVSMOTOR26SEPFUT
NSE:ULTRACEMCO26NOVFUT
NSE:ULTRACEMCO26OCTFUT
NSE:ULTRACEMCO26SEPFUT
NSE:UNIONBANK26NOVFUT
NSE:UNIONBANK26OCTFUT
NSE:UNIONBANK26SEPFUT
NSE:UNITDSPR26NOVFUT
NSE:UNITDSPR26OCTFUT
NSE:UNITDSPR26SEPFUT
NSE:UNOMINDA26NOVFUT
NSE:UNOMINDA26OCTFUT
NSE:UNOMINDA26SEPFUT
NSE:UPL26NOVFUT
NSE:UPL26OCTFUT
NSE:UPL26SEPFUT
NSE:VBL26NOVFUT
NSE:VBL26OCTFUT
NSE:VBL26SEPFUT
NSE:VEDL26NOVFUT
NSE:VEDL26OCTFUT
NSE:VEDL26SEPFUT
NSE:VMM26NOVFUT
NSE:VMM26OCTFUT
NSE:VMM26SEPFUT
NSE:VOLTAS26NOVFUT
NSE:VOLTAS26OCTFUT
NSE:VOLTAS26SEPFUT
NSE:WAAREEENER26NOVFUT
NSE:WAAREEENER26OCTFUT
NSE:WAAREEENER26SEPFUT
NSE:WIPRO26NOVFUT
NSE:WIPRO26OCTFUT
NSE:WIPRO26SEPFUT
NSE:YESBANK26NOVFUT
NSE:YESBANK26OCTFUT
NSE:YESBANK26SEPFUT
NSE:ZYDUSLIFE26NOVFUT
NSE:ZYDUSLIFE26OCTFUT
NSE:ZYDUSLIFE26SEPFUT
