# source: NIFTY 500 index list (ind_nifty500list.csv)
# matched against XNFO-FYERS on 20260609 at 2026-06-09T04:59:00Z
# underlyings with futures: 211, without: 293; contracts: 629
NSE:360ONE26AUGFUT
NSE:BDL26AUGFUT
NSE:BDL26JULFUT
NSE:BDL26JUNFUT
NSE:BEL26AUGFUT
NSE:BEL26JULFUT
NSE:BEL26JUNFUT
NSE:BHARATFORG26AUGFUT
NSE:BHARATFORG26JULFUT
NSE:BHARATFORG26JUNFUT
NSE:BHARTIARTL26AUGFUT
NSE:BHARTIARTL26JULFUT
NSE:BHARTIARTL26JUNFUT
NSE:BHEL26AUGFUT
NSE:BHEL26JULFUT
NSE:BHEL26JUNFUT
NSE:BIOCON26AUGFUT
NSE:BIOCON26JULFUT
NSE:BIOCON26JUNFUT
NSE:BLUESTARCO26AUGFUT
NSE:BLUESTARCO26JULFUT
NSE:BLUESTARCO26JUNFUT
NSE:BOSCHLTD26AUGFUT
NSE:BOSCHLTD26JULFUT
NSE:BOSCHLTD26JUNFUT
NSE:BPCL26AUGFUT
NSE:BPCL26JULFUT
NSE:BPCL26JUNFUT
NSE:BRITANNIA26AUGFUT
NSE:BRITANNIA26JULFUT
NSE:BRITANNIA26JUNFUT
NSE:BSE26AUGFUT
NSE:BSE26JULFUT
NSE:BSE26JUNFUT
NSE:CAMS26AUGFUT
NSE:CAMS26JULFUT
NSE:CAMS26JUNFUT
NSE:CANBK26AUGFUT
NSE:CANBK26JULFUT
NSE:CANBK26JUNFUT
NSE:CDSL26AUGFUT
NSE:CDSL26JULFUT
NSE:CDSL26JUNFUT
NSE:CGPOWER26AUGFUT
NSE:CGPOWER26JULFUT
NSE:CGPOWER26JUNFUT
NSE:CHOLAFIN26AUGFUT
NSE:CHOLAFIN26JULFUT
NSE:CHOLAFIN26JUNFUT
NSE:CIPLA26AUGFUT
NSE:CIPLA26JULFUT
NSE:CIPLA26JUNFUT
NSE:COALINDIA26AUGFUT
NSE:COALINDIA26JULFUT
NSE:COALINDIA26JUNFUT
NSE:COCHINSHIP26AUGFUT
NSE:COCHINSHIP26JULFUT
NSE:COCHINSHIP26JUNFUT
NSE:COFORGE26AUGFUT
NSE:COFORGE26JULFUT
NSE:COFORGE26JUNFUT
NSE:COLPAL26AUGFUT
NSE:COLPAL26JULFUT
NSE:COLPAL26JUNFUT
NSE:CONCOR26AUGFUT
NSE:CONCOR26JULFUT
NSE:CONCOR26JUNFUT
NSE:CROMPTON26AUGFUT
NSE:CROMPTON26JULFUT
NSE:CROMPTON26JUNFUT
NSE:CUMMINSIND26AUGFUT
NSE:CUMMINSIND26JULFUT
NSE:CUMMINSIND26JUNFUT
NSE:DABUR26AUGFUT
NSE:DABUR26JULFUT
NSE:DABUR26JUNFUT
NSE:DALBHARAT26AUGFUT
NSE:DALBHARAT26JULFUT
NSE:DALBHARAT26JUNFUT
NSE:DELHIVERY26AUGFUT
NSE:DELHIVERY26JULFUT
NSE:DELHIVERY26JUNFUT
NSE:DIVISLAB26AUGFUT
NSE:DIVISLAB26JULFUT
NSE:DIVISLAB26JUNFUT
NSE:DIXON26AUGFUT
NSE:DIXON26JULFUT
NSE:DIXON26JUNFUT
NSE:DLF26AUGFUT
NSE:DLF26JULFUT
NSE:DLF26JUNFUT
NSE:DMART26AUGFUT
NSE:DMART26JULFUT
NSE:DMART26JUNFUT
NSE:DRREDDY26AUGFUT
NSE:DRREDDY26JULFUT
NSE:DRREDDY26JUNFUT
NSE:EICHERMOT26AUGFUT
NSE:EICHERMOT26JULFUT
NSE:EICHERMOT26JUNFUT
NSE:ETERNAL26AUGFUT
NSE:ETERNAL26JULFUT
NSE:ETERNAL26JUNFUT
NSE:EXIDEIND26JULFUT
NSE:EXIDEIND26JUNFUT
NSE:FEDERALBNK26AUGFUT
NSE:FEDERALBNK26JULFUT
NSE:FEDERALBNK26JUNFUT
NSE:FORCEMOT26AUGFUT
NSE:FORCEMOT26JULFUT
NSE:FORCEMOT26JUNFUT
NSE:FORTIS26AUGFUT
NSE:FORTIS26JULFUT
NSE:FORTIS26JUNFUT
NSE:GAIL26AUGFUT
NSE:GAIL26JULFUT
NSE:GAIL26JUNFUT
NSE:GLENMARK26AUGFUT
NSE:GLENMARK26JULFUT
NSE:GLENMARK26JUNFUT
NSE:GMRAIRPORT26AUGFUT
NSE:GMRAIRPORT26JULFUT
NSE:GMRAIRPORT26JUNFUT
NSE:GODFRYPHLP26AUGFUT
NSE:GODFRYPHLP26JULFUT
NSE:GODFRYPHLP26JUNFUT
NSE:GODREJCP26AUGFUT
NSE:GODREJCP26JULFUT
NSE:GODREJCP26JUNFUT
NSE:GODREJPROP26AUGFUT
NSE:GODREJPROP26JULFUT
NSE:GODREJPROP26JUNFUT
NSE:GRASIM26AUGFUT
NSE:GRASIM26JULFUT
NSE:GRASIM26JUNFUT
NSE:GVT&D26AUGFUT
NSE:GVT&D26JULFUT
NSE:GVT&D26JUNFUT
NSE:HAL26AUGFUT
NSE:HAL26JULFUT
NSE:HAL26JUNFUT
NSE:HAVELLS26AUGFUT
NSE:HAVELLS26JULFUT
NSE:HAVELLS26JUNFUT
NSE:HCLTECH26AUGFUT
NSE:HCLTECH26JULFUT
NSE:HCLTECH26JUNFUT
NSE:HDFCAMC26AUGFUT
NSE:HDFCAMC26JULFUT
NSE:HDFCAMC26JUNFUT
NSE:HDFCBANK26AUGFUT
NSE:HDFCBANK26JULFUT
NSE:HDFCBANK26JUNFUT
NSE:HDFCLIFE26AUGFUT
NSE:HDFCLIFE26JULFUT
NSE:HDFCLIFE26JUNFUT
NSE:HEROMOTOCO26AUGFUT
NSE:HEROMOTOCO26JULFUT
NSE:HEROMOTOCO26JUNFUT
NSE:HINDALCO26AUGFUT
NSE:HINDALCO26JULFUT
NSE:HINDALCO26JUNFUT
NSE:HINDPETRO26AUGFUT
NSE:HINDPETRO26JULFUT
NSE:HINDPETRO26JUNFUT
NSE:HINDUNILVR26AUGFUT
NSE:HINDUNILVR26JULFUT
NSE:HINDUNILVR26JUNFUT
NSE:HINDZINC26AUGFUT
NSE:HINDZINC26JULFUT
NSE:HINDZINC26JUNFUT
NSE:HYUNDAI26AUGFUT
NSE:HYUNDAI26JULFUT
NSE:HYUNDAI26JUNFUT
NSE:ICICIBANK26AUGFUT
NSE:ICICIBANK26JULFUT
NSE:ICICIBANK26JUNFUT
NSE:ICICIGI26AUGFUT
NSE:ICICIGI26JULFUT
NSE:ICICIGI26JUNFUT
NSE:ICICIPRULI26AUGFUT
NSE:ICICIPRULI26JULFUT
NSE:ICICIPRULI26JUNFUT
NSE:IDEA26AUGFUT
NSE:IDEA26JULFUT
NSE:IDEA26JUNFUT
NSE:IDFCFIRSTB26AUGFUT
NSE:IDFCFIRSTB26JULFUT
NSE:IDFCFIRSTB26JUNFUT
NSE:IEX26AUGFUT
NSE:IEX26JULFUT
NSE:IEX26JUNFUT
NSE:INDHOTEL26AUGFUT
NSE:INDHOTEL26JULFUT
NSE:INDHOTEL26JUNFUT
NSE:INDIANB26AUGFUT
NSE:INDIANB26JULFUT
NSE:INDIANB26JUNFUT
NSE:INDIGO26AUGFUT
NSE:INDIGO26JULFUT
NSE:INDIGO26JUNFUT
NSE:INDUSINDBK26AUGFUT
NSE:INDUSINDBK26JULFUT
NSE:INDUSINDBK26JUNFUT
NSE:INDUSTOWER26AUGFUT
NSE:INDUSTOWER26JULFUT
NSE:INDUSTOWER26JUNFUT
NSE:INFY26AUGFUT
NSE:INFY26JULFUT
NSE:INFY26JUNFUT
NSE:INOXWIND26AUGFUT
NSE:INOXWIND26JULFUT
NSE:INOXWIND26JUNFUT
NSE:IOC26AUGFUT
NSE:IOC26JULFUT
NSE:IOC26JUNFUT
NSE:IREDA26AUGFUT
NSE:IREDA26JULFUT
NSE:IREDA26JUNFUT
NSE:IRFC26AUGFUT
NSE:IRFC26JULFUT
NSE:IRFC26JUNFUT
NSE:ITC26AUGFUT
NSE:ITC26JULFUT
NSE:ITC26JUNFUT
NSE:JINDALSTEL26AUGFUT
NSE:JINDALSTEL26JULFUT
NSE:JINDALSTEL26JUNFUT
NSE:JIOFIN26AUGFUT
NSE:JIOFIN26JULFUT
NSE:JIOFIN26JUNFUT
NSE:JSWENERGY26AUGFUT
NSE:JSWENERGY26JULFUT
NSE:JSWENERGY26JUNFUT
NSE:JSWSTEEL26AUGFUT
NSE:JSWSTEEL26JULFUT
NSE:JSWSTEEL26JUNFUT
NSE:JUBLFOOD26AUGFUT
NSE:JUBLFOOD26JULFUT
NSE:JUBLFOOD26JUNFUT
NSE:KALYANKJIL26AUGFUT
NSE:KALYANKJIL26JULFUT
NSE:KALYANKJIL26JUNFUT
NSE:KAYNES26AUGFUT
NSE:KAYNES26JULFUT
NSE:KAYNES26JUNFUT
NSE:KEI26AUGFUT
NSE:KEI26JULFUT
NSE:KEI26JUNFUT
NSE:KFINTECH26AUGFUT
NSE:KFINTECH26JULFUT
NSE:KFINTECH26JUNFUT
NSE:KOTAKBANK26AUGFUT
NSE:KOTAKBANK26JULFUT
NSE:KOTAKBANK26JUNFUT
NSE:KPITTECH26AUGFUT
NSE:KPITTECH26JULFUT
NSE:KPITTECH26JUNFUT
NSE:LAURUSLABS26AUGFUT
NSE:LAURUSLABS26JULFUT
NSE:LAURUSLABS26JUNFUT
NSE:LICHSGFIN26AUGFUT
NSE:LICHSGFIN26JULFUT
NSE:LICHSGFIN26JUNFUT
NSE:LICI26AUGFUT
NSE:LICI26JULFUT
NSE:LICI26JUNFUT
NSE:LODHA26AUGFUT
NSE:LODHA26JULFUT
NSE:LODHA26JUNFUT
NSE:LT26AUGFUT
NSE:LT26JULFUT
NSE:LT26JUNFUT
NSE:LTF26AUGFUT
NSE:LTF26JULFUT
NSE:LTF26JUNFUT
NSE:LTM26AUGFUT
NSE:LTM26JULFUT
NSE:LTM26JUNFUT
NSE:LUPIN26AUGFUT
NSE:LUPIN26JULFUT
NSE:LUPIN26JUNFUT
NSE:M&M26AUGFUT
NSE:M&M26JULFUT
NSE:M&M26JUNFUT
NSE:MANAPPURAM26AUGFUT
NSE:MANAPPURAM26JULFUT
NSE:MANAPPURAM26JUNFUT
NSE:MANKIND26AUGFUT
NSE:MANKIND26JULFUT
NSE:MANKIND26JUNFUT
NSE:MARICO26AUGFUT
NSE:MARICO26JULFUT
NSE:MARICO26JUNFUT
NSE:MARUTI26AUGFUT
NSE:MARUTI26JULFUT
NSE:MARUTI26JUNFUT
NSE:MAXHEALTH26AUGFUT
NSE:MAXHEALTH26JULFUT
NSE:MAXHEALTH26JUNFUT
NSE:MAZDOCK26AUGFUT
NSE:MAZDOCK26JULFUT
NSE:MAZDOCK26JUNFUT
NSE:MCX26AUGFUT
NSE:MCX26JULFUT
NSE:MCX26JUNFUT
NSE:MFSL26AUGFUT
NSE:MFSL26JULFUT
NSE:MFSL26JUNFUT
NSE:MOTHERSON26AUGFUT
NSE:MOTHERSON26JULFUT
NSE:MOTHERSON26JUNFUT
NSE:MOTILALOFS26AUGFUT
NSE:MOTILALOFS26JULFUT
NSE:MOTILALOFS26JUNFUT
NSE:MPHASIS26AUGFUT
NSE:MPHASIS26JULFUT
NSE:MPHASIS26JUNFUT
NSE:MUTHOOTFIN26AUGFUT
NSE:MUTHOOTFIN26JULFUT
NSE:MUTHOOTFIN26JUNFUT
NSE:NAM-INDIA26AUGFUT
NSE:NAM-INDIA26JULFUT
NSE:NAM-INDIA26JUNFUT
NSE:NATIONALUM26AUGFUT
NSE:NATIONALUM26JULFUT
NSE:NATIONALUM26JUNFUT
NSE:NAUKRI26AUGFUT
NSE:NAUKRI26JULFUT
NSE:NAUKRI26JUNFUT
NSE:NBCC26AUGFUT
NSE:NBCC26JULFUT
NSE:NBCC26JUNFUT
NSE:NESTLEIND26AUGFUT
NSE:NESTLEIND26JULFUT
NSE:NESTLEIND26JUNFUT
NSE:NHPC26AUGFUT
NSE:NHPC26JULFUT
NSE:NHPC26JUNFUT
NSE:NMDC26AUGFUT
NSE:NMDC26JULFUT
NSE:NMDC26JUNFUT
NSE:NTPC26AUGFUT
NSE:NTPC26JULFUT
NSE:NTPC26JUNFUT
NSE:NUVAMA26JULFUT
NSE:NUVAMA26JUNFUT
NSE:NYKAA26AUGFUT
NSE:NYKAA26JULFUT
NSE:NYKAA26JUNFUT
NSE:OBEROIRLTY26AUGFUT
NSE:OBEROIRLTY26JULFUT
NSE:OBEROIRLTY26JUNFUT
NSE:OFSS26AUGFUT
NSE:OFSS26JULFUT
NSE:OFSS26JUNFUT
NSE:OIL26AUGFUT
NSE:OIL26JULFUT
NSE:OIL26JUNFUT
NSE:ONGC26AUGFUT
NSE:ONGC26JULFUT
NSE:ONGC26JUNFUT
NSE:PAGEIND26AUGFUT
NSE:PAGEIND26JULFUT
NSE:PAGEIND26JUNFUT
NSE:PATANJALI26AUGFUT
NSE:PATANJALI26JULFUT
NSE:PATANJALI26JUNFUT
NSE:PAYTM26AUGFUT
NSE:PAYTM26JULFUT
NSE:PAYTM26JUNFUT
NSE:PERSISTENT26AUGFUT
NSE:PERSISTENT26JULFUT
NSE:PERSISTENT26JUNFUT
NSE:PETRONET26AUGFUT
NSE:PETRONET26JULFUT
NSE:PETRONET26JUNFUT
NSE:PFC26AUGFUT
NSE:PFC26JULFUT
NSE:PFC26JUNFUT
NSE:PGEL26AUGFUT
NSE:PGEL26JULFUT
NSE:PGEL26JUNFUT
NSE:PHOENIXLTD26AUGFUT
NSE:PHOENIXLTD26JULFUT
NSE:PHOENIXLTD26JUNFUT
NSE:PIDILITIND26AUGFUT
NSE:PIDILITIND26JULFUT
NSE:PIDILITIND26JUNFUT
NSE:PIIND26AUGFUT
NSE:PIIND26JULFUT
NSE:PIIND26JUNFUT
NSE:PNB26AUGFUT
NSE:PNB26JULFUT
NSE:PNB26JUNFUT
NSE:PNBHOUSING26AUGFUT
NSE:PNBHOUSING26JULFUT
NSE:PNBHOUSING26JUNFUT
NSE:POLICYBZR26AUGFUT
NSE:POLICYBZR26JULFUT
NSE:POLICYBZR26JUNFUT
NSE:POLYCAB26AUGFUT
NSE:POLYCAB26JULFUT
NSE:POLYCAB26JUNFUT
NSE:POWERGRID26AUGFUT
NSE:POWERGRID26JULFUT
NSE:POWERGRID26JUNFUT
NSE:POWERINDIA26AUGFUT
NSE:POWERINDIA26JULFUT
NSE:POWERINDIA26JUNFUT
NSE:PREMIERENE26AUGFUT
NSE:PREMIERENE26JULFUT
NSE:PREMIERENE26JUNFUT
NSE:PRESTIGE26AUGFUT
NSE:PRESTIGE26JULFUT
NSE:PRESTIGE26JUNFUT
NSE:RADICO26AUGFUT
NSE:RADICO26JULFUT
NSE:RADICO26JUNFUT
NSE:RBLBANK26AUGFUT
NSE:RBLBANK26JULFUT
NSE:RBLBANK26JUNFUT
NSE:RECLTD26AUGFUT
NSE:RECLTD26JULFUT
NSE:RECLTD26JUNFUT
NSE:RELIANCE26AUGFUT
NSE:RELIANCE26JULFUT
NSE:RELIANCE26JUNFUT
NSE:RVNL26AUGFUT
NSE:RVNL26JULFUT
NSE:RVNL26JUNFUT
NSE:SAIL26AUGFUT
NSE:SAIL26JULFUT
NSE:SAIL26JUNFUT
NSE:SAMMAANCAP26JUNFUT
NSE:SBICARD26AUGFUT
NSE:SBICARD26JULFUT
NSE:SBICARD26JUNFUT
NSE:SBILIFE26AUGFUT
NSE:SBILIFE26JULFUT
NSE:SBILIFE26JUNFUT
NSE:SBIN26AUGFUT
NSE:SBIN26JULFUT
NSE:SBIN26JUNFUT
NSE:SHREECEM26AUGFUT
NSE:SHREECEM26JULFUT
NSE:SHREECEM26JUNFUT
NSE:SHRIRAMFIN26AUGFUT
NSE:SHRIRAMFIN26JULFUT
NSE:SHRIRAMFIN26JUNFUT
NSE:SIEMENS26AUGFUT
NSE:SIEMENS26JULFUT
NSE:SIEMENS26JUNFUT
NSE:SOLARINDS26AUGFUT
NSE:SOLARINDS26JULFUT
NSE:SOLARINDS26JUNFUT
NSE:SONACOMS26AUGFUT
NSE:SONACOMS26JULFUT
NSE:SONACOMS26JUNFUT
NSE:SRF26AUGFUT
NSE:SRF26JULFUT
NSE:SRF26JUNFUT
NSE:SUNPHARMA26AUGFUT
NSE:SUNPHARMA26JULFUT
NSE:SUNPHARMA26JUNFUT
NSE:SUPREMEIND26AUGFUT
NSE:SUPREMEIND26JULFUT
NSE:SUPREMEIND26JUNFUT
NSE:SUZLON26AUGFUT
NSE:SUZLON26JULFUT
NSE:SUZLON26JUNFUT
NSE:SWIGGY26AUGFUT
NSE:SWIGGY26JULFUT
NSE:SWIGGY26JUNFUT
NSE:TATACONSUM26AUGFUT
NSE:TATACONSUM26JULFUT
NSE:TATACONSUM26JUNFUT
NSE:TATAELXSI26AUGFUT
NSE:TATAELXSI26JULFUT
NSE:TATAELXSI26JUNFUT
NSE:TATAPOWER26AUGFUT
NSE:TATAPOWER26JULFUT
NSE:TATAPOWER26JUNFUT
NSE:TATASTEEL26AUGFUT
NSE:TATASTEEL26JULFUT
NSE:TATASTEEL26JUNFUT
NSE:TCS26AUGFUT
NSE:TCS26JULFUT
NSE:TCS26JUNFUT
NSE:TECHM26AUGFUT
NSE:TECHM26JULFUT
NSE:TECHM26JUNFUT
NSE:TIINDIA26AUGFUT
NSE:TIINDIA26JULFUT
NSE:TIINDIA26JUNFUT
NSE:TITAN26AUGFUT
NSE:TITAN26JULFUT
NSE:TITAN26JUNFUT
NSE:TMPV26AUGFUT
NSE:TMPV26JULFUT
NSE:TMPV26JUNFUT
NSE:TORNTPHARM26AUGFUT
NSE:TORNTPHARM26JULFUT
NSE:TORNTPHARM26JUNFUT
NSE:TRENT26AUGFUT
NSE:TRENT26JULFUT
NSE:TRENT26JUNFUT
NSE:TVSMOTOR26AUGFUT
NSE:TVSMOTOR26JULFUT
NSE:TVSMOTOR26JUNFUT
NSE:ULTRACEMCO26AUGFUT
NSE:ULTRACEMCO26JULFUT
NSE:ULTRACEMCO26JUNFUT
NSE:UNIONBANK26AUGFUT
NSE:UNIONBANK26JULFUT
NSE:UNIONBANK26JUNFUT
NSE:UNITDSPR26AUGFUT
NSE:UNITDSPR26JULFUT
NSE:UNITDSPR26JUNFUT
NSE:UNOMINDA26AUGFUT
NSE:UNOMINDA26JULFUT
NSE:UNOMINDA26JUNFUT
NSE:UPL26AUGFUT
NSE:UPL26JULFUT
NSE:UPL26JUNFUT
NSE:VBL26AUGFUT
NSE:VBL26JULFUT
NSE:VBL26JUNFUT
NSE:VEDL26AUGFUT
NSE:VEDL26JULFUT
NSE:VEDL26JUNFUT
NSE:VMM26AUGFUT
NSE:VMM26JULFUT
NSE:VMM26JUNFUT
NSE:VOLTAS26AUGFUT
NSE:VOLTAS26JULFUT
NSE:VOLTAS26JUNFUT
NSE:WAAREEENER26AUGFUT
NSE:WAAREEENER26JULFUT
NSE:WAAREEENER26JUNFUT
NSE:WIPRO26AUGFUT
NSE:WIPRO26JULFUT
NSE:WIPRO26JUNFUT
NSE:YESBANK26AUGFUT
NSE:YESBANK26JULFUT
NSE:YESBANK26JUNFUT
NSE:ZYDUSLIFE26AUGFUT
NSE:ZYDUSLIFE26JULFUT
NSE:ZYDUSLIFE26JUNFUT
