date,exchange,scriptDetails,scriptInstrumentType,scriptInstrumentType2,multiplier,lotSize,tickSize,ISIN,tradingSessionUTC,expiration,script,scriptToken,underlying_root,underlying,strike,optionType,currency
20260713,XIMC,RBLBANK 28 Jul 26 FUT,FUTSTK,FUTURE,100,3175,5,,0345-1000|1245-1345,1785232800000000000,NSE:RBLBANK26JULFUT,61282,RBLBANK,RBLBANK,0,,INR
20260713,XIMC,RECLTD 28 Jul 26 FUT,FUTSTK,FUTURE,100,1575,5,,0345-1000|1245-1345,1785232800000000000,NSE:RECLTD26JULFUT,61283,RECLTD,RECLTD,0,,INR
20260713,XIMC,RELIANCE 28 Jul 26 FUT,FUTSTK,FUTURE,100,500,10,,0345-1000|1245-1345,1785232800000000000,NSE:RELIANCE26JULFUT,61284,RELIANCE,RELIANCE,0,,INR
20260713,XIMC,RVNL 28 Jul 26 FUT,FUTSTK,FUTURE,100,1925,1,,0345-1000|1245-1345,1785232800000000000,NSE:RVNL26JULFUT,61285,RVNL,RVNL,0,,INR
20260713,XIMC,SAIL 28 Jul 26 FUT,FUTSTK,FUTURE,100,4700,1,,0345-1000|1245-1345,1785232800000000000,NSE:SAIL26JULFUT,61286,SAIL,SAIL,0,,INR
20260713,XIMC,SBICARD 28 Jul 26 FUT,FUTSTK,FUTURE,100,800,5,,0345-1000|1245-1345,1785232800000000000,NSE:SBICARD26JULFUT,61287,SBICARD,SBICARD,0,,INR
20260713,XIMC,SBILIFE 28 Jul 26 FUT,FUTSTK,FUTURE,100,375,10,,0345-1000|1245-1345,1785232800000000000,NSE:SBILIFE26JULFUT,61288,SBILIFE,SBILIFE,0,,INR
20260713,XIMC,SBIN 28 Jul 26 FUT,FUTSTK,FUTURE,100,750,10,,0345-1000|1245-1345,1785232800000000000,NSE:SBIN26JULFUT,61289,SBIN,SBIN,0,,INR
20260713,XIMC,SHREECEM 28 Jul 26 FUT,FUTSTK,FUTURE,100,25,500,,0345-1000|1245-1345,1785232800000000000,NSE:SHREECEM26JULFUT,61290,SHREECEM,SHREECEM,0,,INR
20260713,XIMC,SHRIRAMFIN 28 Jul 26 FUT,FUTSTK,FUTURE,100,825,10,,0345-1000|1245-1345,1785232800000000000,NSE:SHRIRAMFIN26JULFUT,61291,SHRIRAMFIN,SHRIRAMFIN,0,,INR
20260713,XIMC,SIEMENS 28 Jul 26 FUT,FUTSTK,FUTURE,100,175,10,,0345-1000|1245-1345,1785232800000000000,NSE:SIEMENS26JULFUT,61292,SIEMENS,SIEMENS,0,,INR
20260713,XIMC,SOLARINDS 28 Jul 26 FUT,FUTSTK,FUTURE,100,50,100,,0345-1000|1245-1345,1785232800000000000,NSE:SOLARINDS26JULFUT,61293,SOLARINDS,SOLARINDS,0,,INR
20260713,XIMC,SONACOMS 28 Jul 26 FUT,FUTSTK,FUTURE,100,1225,5,,0345-1000|1245-1345,1785232800000000000,NSE:SONACOMS26JULFUT,61294,SONACOMS,SONACOMS,0,,INR
20260713,XIMC,SRF 28 Jul 26 FUT,FUTSTK,FUTURE,100,200,10,,0345-1000|1245-1345,1785232800000000000,NSE:SRF26JULFUT,61295,SRF,SRF,0,,INR
20260713,XIMC,SUNPHARMA 28 Jul 26 FUT,FUTSTK,FUTURE,100,350,10,,0345-1000|1245-1345,1785232800000000000,NSE:SUNPHARMA26JULFUT,61296,SUNPHARMA,SUNPHARMA,0,,INR
20260713,XIMC,SUPREMEIND 28 Jul 26 FUT,FUTSTK,FUTURE,100,175,10,,0345-1000|1245-1345,1785232800000000000,NSE:SUPREMEIND26JULFUT,61297,SUPREMEIND,SUPREMEIND,0,,INR
20260713,XIMC,SUZLON 28 Jul 26 FUT,FUTSTK,FUTURE,100,12700,1,,0345-1000|1245-1345,1785232800000000000,NSE:SUZLON26JULFUT,61298,SUZLON,SUZLON,0,,INR
20260713,XIMC,SWIGGY 28 Jul 26 FUT,FUTSTK,FUTURE,100,1825,1,,0345-1000|1245-1345,1785232800000000000,NSE:SWIGGY26JULFUT,61299,SWIGGY,SWIGGY,0,,INR
20260713,XIMC,TATACONSUM 28 Jul 26 FUT,FUTSTK,FUTURE,100,550,10,,0345-1000|1245-1345,1785232800000000000,NSE:TATACONSUM26JULFUT,61300,TATACONSUM,TATACONSUM,0,,INR
20260713,XIMC,TATAELXSI 28 Jul 26 FUT,FUTSTK,FUTURE,100,125,10,,0345-1000|1245-1345,1785232800000000000,NSE:TATAELXSI26JULFUT,61301,TATAELXSI,TATAELXSI,0,,INR
20260713,XIMC,TATAPOWER 28 Jul 26 FUT,FUTSTK,FUTURE,100,1450,5,,0345-1000|1245-1345,1785232800000000000,NSE:TATAPOWER26JULFUT,61302,TATAPOWER,TATAPOWER,0,,INR
20260713,XIMC,TATASTEEL 28 Jul 26 FUT,FUTSTK,FUTURE,100,2750,1,,0345-1000|1245-1345,1785232800000000000,NSE:TATASTEEL26JULFUT,61303,TATASTEEL,TATASTEEL,0,,INR
20260713,XIMC,TCS 28 Jul 26 FUT,FUTSTK,FUTURE,100,225,10,,0345-1000|1245-1345,1785232800000000000,NSE:TCS26JULFUT,61304,TCS,TCS,0,,INR
20260713,XIMC,TECHM 28 Jul 26 FUT,FUTSTK,FUTURE,100,600,10,,0345-1000|1245-1345,1785232800000000000,NSE:TECHM26JULFUT,61305,TECHM,TECHM,0,,INR
20260713,XIMC,TIINDIA 28 Jul 26 FUT,FUTSTK,FUTURE,100,200,10,,0345-1000|1245-1345,1785232800000000000,NSE:TIINDIA26JULFUT,61306,TIINDIA,TIINDIA,0,,INR
20260713,XIMC,TITAN 28 Jul 26 FUT,FUTSTK,FUTURE,100,175,10,,0345-1000|1245-1345,1785232800000000000,NSE:TITAN26JULFUT,61307,TITAN,TITAN,0,,INR
20260713,XIMC,TMPV 28 Jul 26 FUT,FUTSTK,FUTURE,100,1600,5,,0345-1000|1245-1345,1785232800000000000,NSE:TMPV26JULFUT,61308,TMPV,TMPV,0,,INR
20260713,XIMC,TORNTPHARM 28 Jul 26 FUT,FUTSTK,FUTURE,100,125,10,,0345-1000|1245-1345,1785232800000000000,NSE:TORNTPHARM26JULFUT,61309,TORNTPHARM,TORNTPHARM,0,,INR
20260713,XIMC,TRENT 28 Jul 26 FUT,FUTSTK,FUTURE,100,225,10,,0345-1000|1245-1345,1785232800000000000,NSE:TRENT26JULFUT,61310,TRENT,TRENT,0,,INR
20260713,XIMC,TVSMOTOR 28 Jul 26 FUT,FUTSTK,FUTURE,100,175,10,,0345-1000|1245-1345,1785232800000000000,NSE:TVSMOTOR26JULFUT,61311,TVSMOTOR,TVSMOTOR,0,,INR
20260713,XIMC,ULTRACEMCO 28 Jul 26 FUT,FUTSTK,FUTURE,100,50,100,,0345-1000|1245-1345,1785232800000000000,NSE:ULTRACEMCO26JULFUT,61312,ULTRACEMCO,ULTRACEMCO,0,,INR
20260713,XIMC,UNIONBANK 28 Jul 26 FUT,FUTSTK,FUTURE,100,4425,1,,0345-1000|1245-1345,1785232800000000000,NSE:UNIONBANK26JULFUT,61313,UNIONBANK,UNIONBANK,0,,INR
20260713,XIMC,UNITDSPR 28 Jul 26 FUT,FUTSTK,FUTURE,100,400,10,,0345-1000|1245-1345,1785232800000000000,NSE:UNITDSPR26JULFUT,61314,UNITDSPR,UNITDSPR,0,,INR
20260713,XIMC,UNOMINDA 28 Jul 26 FUT,FUTSTK,FUTURE,100,550,10,,0345-1000|1245-1345,1785232800000000000,NSE:UNOMINDA26JULFUT,61315,UNOMINDA,UNOMINDA,0,,INR
20260713,XIMC,UPL 28 Jul 26 FUT,FUTSTK,FUTURE,100,1355,5,,0345-1000|1245-1345,1785232800000000000,NSE:UPL26JULFUT,61316,UPL,UPL,0,,INR
20260713,XIMC,VBL 28 Jul 26 FUT,FUTSTK,FUTURE,100,1275,5,,0345-1000|1245-1345,1785232800000000000,NSE:VBL26JULFUT,61317,VBL,VBL,0,,INR
20260713,XIMC,VEDL 28 Jul 26 FUT,FUTSTK,FUTURE,100,1150,5,,0345-1000|1245-1345,1785232800000000000,NSE:VEDL26JULFUT,61318,VEDL,VEDL,0,,INR
20260713,XIMC,VMM 28 Jul 26 FUT,FUTSTK,FUTURE,100,4850,1,,0345-1000|1245-1345,1785232800000000000,NSE:VMM26JULFUT,61319,VMM,VMM,0,,INR
20260713,XIMC,VOLTAS 28 Jul 26 FUT,FUTSTK,FUTURE,100,375,10,,0345-1000|1245-1345,1785232800000000000,NSE:VOLTAS26JULFUT,61320,VOLTAS,VOLTAS,0,,INR
20260713,XIMC,WAAREEENER 28 Jul 26 FUT,FUTSTK,FUTURE,100,175,10,,0345-1000|1245-1345,1785232800000000000,NSE:WAAREEENER26JULFUT,61321,WAAREEENER,WAAREEENER,0,,INR
20260713,XIMC,WIPRO 28 Jul 26 FUT,FUTSTK,FUTURE,100,3000,1,,0345-1000|1245-1345,1785232800000000000,NSE:WIPRO26JULFUT,61322,WIPRO,WIPRO,0,,INR
20260713,XIMC,YESBANK 28 Jul 26 FUT,FUTSTK,FUTURE,100,31100,1,,0345-1000|1245-1345,1785232800000000000,NSE:YESBANK26JULFUT,61323,YESBANK,YESBANK,0,,INR
20260713,XIMC,ZYDUSLIFE 28 Jul 26 FUT,FUTSTK,FUTURE,100,900,10,,0345-1000|1245-1345,1785232800000000000,NSE:ZYDUSLIFE26JULFUT,61324,ZYDUSLIFE,ZYDUSLIFE,0,,INR
