date,exchange,scriptDetails,scriptInstrumentType,scriptInstrumentType2,multiplier,lotSize,tickSize,ISIN,tradingSessionUTC,expiration,script,scriptToken,underlying_root,underlying,strike,optionType,currency
20260713,XNSE,AMBUJA CEMENTS LTD,EQ,EQUITY,100,1,5,INE079A01024,0330-0338|0345-1000|1245-1345,0,NSE:AMBUJACEM-EQ,1270,AMBUJACEM,AMBUJACEM,0,,INR
20260713,XNSE,ANGEL ONE LIMITED,EQ,EQUITY,100,1,5,INE732I01021,0330-0338|0345-1000|1245-1345,0,NSE:ANGELONE-EQ,324,ANGELONE,ANGELONE,0,,INR
20260713,XNSE,APL APOLLO TUBES LTD,EQ,EQUITY,100,1,10,INE702C01027,0330-0338|0345-1000|1245-1345,0,NSE:APLAPOLLO-EQ,25780,APLAPOLLO,APLAPOLLO,0,,INR
20260713,XNSE,APOLLO HOSPITALS ENTER. L,EQ,EQUITY,100,1,50,INE437A01024,0330-0338|0345-1000|1245-1345,0,NSE:APOLLOHOSP-EQ,157,APOLLOHOSP,APOLLOHOSP,0,,INR
20260713,XNSE,ASHOK LEYLAND LTD,EQ,EQUITY,100,1,1,INE208A01029,0330-0338|0345-1000|1245-1345,0,NSE:ASHOKLEY-EQ,212,ASHOKLEY,ASHOKLEY,0,,INR
20260713,XNSE,ASIAN PAINTS LIMITED,EQ,EQUITY,100,1,10,INE021A01026,0330-0338|0345-1000|1245-1345,0,NSE:ASIANPAINT-EQ,236,ASIANPAINT,ASIANPAINT,0,,INR
20260713,XNSE,ASTRAL LIMITED,EQ,EQUITY,100,1,10,INE006I01046,0330-0338|0345-1000|1245-1345,0,NSE:ASTRAL-EQ,14418,ASTRAL,ASTRAL,0,,INR
20260713,XNSE,AU SMALL FINANCE BANK LTD,EQ,EQUITY,100,1,10,INE949L01017,0330-0338|0345-1000|1245-1345,0,NSE:AUBANK-EQ,21238,AUBANK,AUBANK,0,,INR
20260713,XNSE,AUROBINDO PHARMA LTD,EQ,EQUITY,100,1,10,INE406A01037,0330-0338|0345-1000|1245-1345,0,NSE:AUROPHARMA-EQ,275,AUROPHARMA,AUROPHARMA,0,,INR
20260713,XNSE,AXIS BANK LIMITED,EQ,EQUITY,100,1,10,INE238A01034,0330-0338|0345-1000|1245-1345,0,NSE:AXISBANK-EQ,5900,AXISBANK,AXISBANK,0,,INR
20260713,XNSE,BAJAJ AUTO LIMITED,EQ,EQUITY,100,1,50,INE917I01010,0330-0338|0345-1000|1245-1345,0,NSE:BAJAJ-AUTO-EQ,16669,BAJAJ-AUTO,BAJAJ-AUTO,0,,INR
20260713,XNSE,BAJAJ FINSERV LTD.,EQ,EQUITY,100,1,10,INE918I01026,0330-0338|0345-1000|1245-1345,0,NSE:BAJAJFINSV-EQ,16675,BAJAJFINSV,BAJAJFINSV,0,,INR
20260713,XNSE,BAJAJ HOLDINGS & INVS LTD,EQ,EQUITY,100,1,100,INE118A01012,0330-0338|0345-1000|1245-1345,0,NSE:BAJAJHLDNG-EQ,305,BAJAJHLDNG,BAJAJHLDNG,0,,INR
20260713,XNSE,BAJAJ FINANCE LIMITED,EQ,EQUITY,100,1,10,INE296A01032,0330-0338|0345-1000|1245-1345,0,NSE:BAJFINANCE-EQ,317,BAJFINANCE,BAJFINANCE,0,,INR
20260713,XNSE,BANDHAN BANK LIMITED,EQ,EQUITY,100,1,1,INE545U01014,0330-0338|0345-1000|1245-1345,0,NSE:BANDHANBNK-EQ,2263,BANDHANBNK,BANDHANBNK,0,,INR
20260713,XNSE,BANK OF BARODA,EQ,EQUITY,100,1,5,INE028A01039,0330-0338|0345-1000|1245-1345,0,NSE:BANKBARODA-EQ,4668,BANKBARODA,BANKBARODA,0,,INR
20260713,XNSE,BANK OF INDIA,EQ,EQUITY,100,1,1,INE084A01016,0330-0338|0345-1000|1245-1345,0,NSE:BANKINDIA-EQ,4745,BANKINDIA,BANKINDIA,0,,INR
20260713,XNSE,BHARAT DYNAMICS LIMITED,EQ,EQUITY,100,1,10,INE171Z01026,0330-0338|0345-1000|1245-1345,0,NSE:BDL-EQ,2144,BDL,BDL,0,,INR
20260713,XNSE,BHARAT ELECTRONICS LTD,EQ,EQUITY,100,1,5,INE263A01024,0330-0338|0345-1000|1245-1345,0,NSE:BEL-EQ,383,BEL,BEL,0,,INR
20260713,XNSE,BHARAT FORGE LTD,EQ,EQUITY,100,1,10,INE465A01025,0330-0338|0345-1000|1245-1345,0,NSE:BHARATFORG-EQ,422,BHARATFORG,BHARATFORG,0,,INR
20260713,XNSE,BHARTI AIRTEL LIMITED,EQ,EQUITY,100,1,10,INE397D01024,0330-0338|0345-1000|1245-1345,0,NSE:BHARTIARTL-EQ,10604,BHARTIARTL,BHARTIARTL,0,,INR
20260713,XNSE,BHEL,EQ,EQUITY,100,1,5,INE257A01026,0330-0338|0345-1000|1245-1345,0,NSE:BHEL-EQ,438,BHEL,BHEL,0,,INR
20260713,XNSE,BIOCON LIMITED.,EQ,EQUITY,100,1,5,INE376G01013,0330-0338|0345-1000|1245-1345,0,NSE:BIOCON-EQ,11373,BIOCON,BIOCON,0,,INR
20260713,XNSE,BLUE STAR LIMITED,EQ,EQUITY,100,1,10,INE472A01039,0330-0338|0345-1000|1245-1345,0,NSE:BLUESTARCO-EQ,8311,BLUESTARCO,BLUESTARCO,0,,INR
20260713,XNSE,BOSCH LIMITED,EQ,EQUITY,100,1,500,INE323A01026,0330-0338|0345-1000|1245-1345,0,NSE:BOSCHLTD-EQ,2181,BOSCHLTD,BOSCHLTD,0,,INR
20260713,XNSE,BHARAT PETROLEUM CORP  LT,EQ,EQUITY,100,1,5,INE029A01011,0330-0338|0345-1000|1245-1345,0,NSE:BPCL-EQ,526,BPCL,BPCL,0,,INR
20260713,XNSE,BRITANNIA INDUSTRIES LTD,EQ,EQUITY,100,1,50,INE216A01030,0330-0338|0345-1000|1245-1345,0,NSE:BRITANNIA-EQ,547,BRITANNIA,BRITANNIA,0,,INR
20260713,XNSE,BSE LIMITED,EQ,EQUITY,100,1,10,INE118H01025,0330-0338|0345-1000|1245-1345,0,NSE:BSE-EQ,19585,BSE,BSE,0,,INR
20260713,XNSE,COMPUTER AGE MNGT SER LTD,EQ,EQUITY,100,1,5,INE596I01020,0330-0338|0345-1000|1245-1345,0,NSE:CAMS-EQ,342,CAMS,CAMS,0,,INR
20260713,XNSE,CANARA BANK,EQ,EQUITY,100,1,1,INE476A01022,0330-0338|0345-1000|1245-1345,0,NSE:CANBK-EQ,10794,CANBK,CANBK,0,,INR
20260713,XNSE,CENTRAL DEPO SER (I) LTD,EQ,EQUITY,100,1,10,INE736A01011,0330-0338|0345-1000|1245-1345,0,NSE:CDSL-EQ,21174,CDSL,CDSL,0,,INR
20260713,XNSE,CG POWER AND IND SOL LTD,EQ,EQUITY,100,1,5,INE067A01029,0330-0338|0345-1000|1245-1345,0,NSE:CGPOWER-EQ,760,CGPOWER,CGPOWER,0,,INR
20260713,XNSE,CHOLAMANDALAM IN & FIN CO,EQ,EQUITY,100,1,10,INE121A01024,0330-0338|0345-1000|1245-1345,0,NSE:CHOLAFIN-EQ,685,CHOLAFIN,CHOLAFIN,0,,INR
20260713,XNSE,CIPLA LTD,EQ,EQUITY,100,1,10,INE059A01026,0330-0338|0345-1000|1245-1345,0,NSE:CIPLA-EQ,694,CIPLA,CIPLA,0,,INR
20260713,XNSE,COAL INDIA LTD,EQ,EQUITY,100,1,5,INE522F01014,0330-0338|0345-1000|1245-1345,0,NSE:COALINDIA-EQ,20374,COALINDIA,COALINDIA,0,,INR
20260713,XNSE,COCHIN SHIPYARD LIMITED,EQ,EQUITY,100,1,10,INE704P01025,0330-0338|0345-1000|1245-1345,0,NSE:COCHINSHIP-EQ,21508,COCHINSHIP,COCHINSHIP,0,,INR
20260713,XNSE,COFORGE LIMITED,EQ,EQUITY,100,1,10,INE591G01025,0330-0338|0345-1000|1245-1345,0,NSE:COFORGE-EQ,11543,COFORGE,COFORGE,0,,INR
20260713,XNSE,COLGATE PALMOLIVE LTD.,EQ,EQUITY,100,1,10,INE259A01022,0330-0338|0345-1000|1245-1345,0,NSE:COLPAL-EQ,15141,COLPAL,COLPAL,0,,INR
20260713,XNSE,CONTAINER CORP OF IND LTD,EQ,EQUITY,100,1,5,INE111A01025,0330-0338|0345-1000|1245-1345,0,NSE:CONCOR-EQ,4749,CONCOR,CONCOR,0,,INR
20260713,XNSE,CROMPT GREA CON ELEC LTD,EQ,EQUITY,100,1,5,INE299U01018,0330-0338|0345-1000|1245-1345,0,NSE:CROMPTON-EQ,17094,CROMPTON,CROMPTON,0,,INR
20260713,XNSE,CUMMINS INDIA LTD,EQ,EQUITY,100,1,50,INE298A01020,0330-0338|0345-1000|1245-1345,0,NSE:CUMMINSIND-EQ,1901,CUMMINSIND,CUMMINSIND,0,,INR
20260713,XNSE,DABUR INDIA LTD,EQ,EQUITY,100,1,5,INE016A01026,0330-0338|0345-1000|1245-1345,0,NSE:DABUR-EQ,772,DABUR,DABUR,0,,INR
20260713,XNSE,DALMIA BHARAT LIMITED,EQ,EQUITY,100,1,10,INE00R701025,0330-0338|0345-1000|1245-1345,0,NSE:DALBHARAT-EQ,8075,DALBHARAT,DALBHARAT,0,,INR
20260713,XNSE,DELHIVERY LIMITED,EQ,EQUITY,100,1,5,INE148O01028,0330-0338|0345-1000|1245-1345,0,NSE:DELHIVERY-EQ,9599,DELHIVERY,DELHIVERY,0,,INR
20260713,XNSE,DIVI S LABORATORIES LTD,EQ,EQUITY,100,1,50,INE361B01024,0330-0338|0345-1000|1245-1345,0,NSE:DIVISLAB-EQ,10940,DIVISLAB,DIVISLAB,0,,INR
20260713,XNSE,DIXON TECHNO (INDIA) LTD,EQ,EQUITY,100,1,100,INE935N01020,0330-0338|0345-1000|1245-1345,0,NSE:DIXON-EQ,21690,DIXON,DIXON,0,,INR
20260713,XNSE,DLF LIMITED,EQ,EQUITY,100,1,5,INE271C01023,0330-0338|0345-1000|1245-1345,0,NSE:DLF-EQ,14732,DLF,DLF,0,,INR
20260713,XNSE,AVENUE SUPERMARTS LIMITED,EQ,EQUITY,100,1,10,INE192R01011,0330-0338|0345-1000|1245-1345,0,NSE:DMART-EQ,19913,DMART,DMART,0,,INR
20260713,XNSE,DR. REDDY S LABORATORIES,EQ,EQUITY,100,1,10,INE089A01031,0330-0338|0345-1000|1245-1345,0,NSE:DRREDDY-EQ,881,DRREDDY,DRREDDY,0,,INR
20260713,XNSE,EICHER MOTORS LTD,EQ,EQUITY,100,1,50,INE066A01021,0330-0338|0345-1000|1245-1345,0,NSE:EICHERMOT-EQ,910,EICHERMOT,EICHERMOT,0,,INR
20260713,XNSE,ETERNAL LIMITED,EQ,EQUITY,100,1,5,INE758T01015,0330-0338|0345-1000|1245-1345,0,NSE:ETERNAL-EQ,5097,ETERNAL,ETERNAL,0,,INR
20260713,XNSE,EXIDE INDUSTRIES LTD,EQ,EQUITY,100,1,5,INE302A01020,0330-0338|0345-1000|1245-1345,0,NSE:EXIDEIND-EQ,676,EXIDEIND,EXIDEIND,0,,INR
20260713,XNSE,FEDERAL BANK LTD,EQ,EQUITY,100,1,5,INE171A01029,0330-0338|0345-1000|1245-1345,0,NSE:FEDERALBNK-EQ,1023,FEDERALBNK,FEDERALBNK,0,,INR
20260713,XNSE,FORCE MOTORS LIMITED,EQ,EQUITY,100,1,100,INE451A01017,0330-0338|0345-1000|1245-1345,0,NSE:FORCEMOT-EQ,11573,FORCEMOT,FORCEMOT,0,,INR
20260713,XNSE,FORTIS HEALTHCARE LTD,EQ,EQUITY,100,1,5,INE061F01013,0330-0338|0345-1000|1245-1345,0,NSE:FORTIS-EQ,14592,FORTIS,FORTIS,0,,INR
20260713,XNSE,GAIL (INDIA) LTD,EQ,EQUITY,100,1,1,INE129A01019,0330-0338|0345-1000|1245-1345,0,NSE:GAIL-EQ,4717,GAIL,GAIL,0,,INR
20260713,XNSE,GLENMARK PHARMACEUTICALS,EQ,EQUITY,100,1,10,INE935A01035,0330-0338|0345-1000|1245-1345,0,NSE:GLENMARK-EQ,7406,GLENMARK,GLENMARK,0,,INR
20260713,XNSE,GMR AIRPORTS LIMITED,EQ,EQUITY,100,1,1,INE776C01039,0330-0338|0345-1000|1245-1345,0,NSE:GMRAIRPORT-EQ,13528,GMRAIRPORT,GMRAIRPORT,0,,INR
20260713,XNSE,GODFREY PHILLIPS INDIA LT,EQ,EQUITY,100,1,10,INE260B01028,0330-0338|0345-1000|1245-1345,0,NSE:GODFRYPHLP-EQ,1181,GODFRYPHLP,GODFRYPHLP,0,,INR
20260713,XNSE,GODREJ CONSUMER PRODUCTS,EQ,EQUITY,100,1,10,INE102D01028,0330-0338|0345-1000|1245-1345,0,NSE:GODREJCP-EQ,10099,GODREJCP,GODREJCP,0,,INR
20260713,XNSE,GODREJ PROPERTIES LTD,EQ,EQUITY,100,1,10,INE484J01027,0330-0338|0345-1000|1245-1345,0,NSE:GODREJPROP-EQ,17875,GODREJPROP,GODREJPROP,0,,INR
20260713,XNSE,GRASIM INDUSTRIES LTD,EQ,EQUITY,100,1,10,INE047A01021,0330-0338|0345-1000|1245-1345,0,NSE:GRASIM-EQ,1232,GRASIM,GRASIM,0,,INR
20260713,XNSE,HINDUSTAN AERONAUTICS LTD,EQ,EQUITY,100,1,10,INE066F01020,0330-0338|0345-1000|1245-1345,0,NSE:HAL-EQ,2303,HAL,HAL,0,,INR
20260713,XNSE,HAVELLS INDIA LIMITED,EQ,EQUITY,100,1,10,INE176B01034,0330-0338|0345-1000|1245-1345,0,NSE:HAVELLS-EQ,9819,HAVELLS,HAVELLS,0,,INR
20260713,XNSE,HCL TECHNOLOGIES LTD,EQ,EQUITY,100,1,10,INE860A01027,0330-0338|0345-1000|1245-1345,0,NSE:HCLTECH-EQ,7229,HCLTECH,HCLTECH,0,,INR
20260713,XNSE,HDFC AMC LIMITED,EQ,EQUITY,100,1,10,INE127D01025,0330-0338|0345-1000|1245-1345,0,NSE:HDFCAMC-EQ,4244,HDFCAMC,HDFCAMC,0,,INR
20260713,XNSE,HDFC BANK LTD,EQ,EQUITY,100,1,5,INE040A01034,0330-0338|0345-1000|1245-1345,0,NSE:HDFCBANK-EQ,1333,HDFCBANK,HDFCBANK,0,,INR
20260713,XNSE,HDFC LIFE INS CO LTD,EQ,EQUITY,100,1,5,INE795G01014,0330-0338|0345-1000|1245-1345,0,NSE:HDFCLIFE-EQ,467,HDFCLIFE,HDFCLIFE,0,,INR
20260713,XNSE,HERO MOTOCORP LIMITED,EQ,EQUITY,100,1,10,INE158A01026,0330-0338|0345-1000|1245-1345,0,NSE:HEROMOTOCO-EQ,1348,HEROMOTOCO,HEROMOTOCO,0,,INR
20260713,XNSE,HINDALCO  INDUSTRIES  LTD,EQ,EQUITY,100,1,5,INE038A01020,0330-0338|0345-1000|1245-1345,0,NSE:HINDALCO-EQ,1363,HINDALCO,HINDALCO,0,,INR
20260713,XNSE,HINDUSTAN PETROLEUM CORP,EQ,EQUITY,100,1,5,INE094A01015,0330-0338|0345-1000|1245-1345,0,NSE:HINDPETRO-EQ,1406,HINDPETRO,HINDPETRO,0,,INR
20260713,XNSE,HINDUSTAN UNILEVER LTD.,EQ,EQUITY,100,1,10,INE030A01027,0330-0338|0345-1000|1245-1345,0,NSE:HINDUNILVR-EQ,1394,HINDUNILVR,HINDUNILVR,0,,INR
20260713,XNSE,HINDUSTAN ZINC LIMITED,EQ,EQUITY,100,1,5,INE267A01025,0330-0338|0345-1000|1245-1345,0,NSE:HINDZINC-EQ,1424,HINDZINC,HINDZINC,0,,INR
20260713,XNSE,HYUNDAI MOTOR INDIA LTD,EQ,EQUITY,100,1,10,INE0V6F01027,0330-0338|0345-1000|1245-1345,0,NSE:HYUNDAI-EQ,25844,HYUNDAI,HYUNDAI,0,,INR
20260713,XNSE,ICICI BANK LTD.,EQ,EQUITY,100,1,10,INE090A01021,0330-0338|0345-1000|1245-1345,0,NSE:ICICIBANK-EQ,4963,ICICIBANK,ICICIBANK,0,,INR
20260713,XNSE,ICICI LOMBARD GIC LIMITED,EQ,EQUITY,100,1,10,INE765G01017,0330-0338|0345-1000|1245-1345,0,NSE:ICICIGI-EQ,21770,ICICIGI,ICICIGI,0,,INR
20260713,XNSE,ICICI PRU LIFE INS CO LTD,EQ,EQUITY,100,1,5,INE726G01019,0330-0338|0345-1000|1245-1345,0,NSE:ICICIPRULI-EQ,18652,ICICIPRULI,ICICIPRULI,0,,INR
20260713,XNSE,VODAFONE IDEA LIMITED,EQ,EQUITY,100,1,1,INE669E01016,0330-0338|0345-1000|1245-1345,0,NSE:IDEA-EQ,14366,IDEA,IDEA,0,,INR
20260713,XNSE,IDFC FIRST BANK LIMITED,EQ,EQUITY,100,1,1,INE092T01019,0330-0338|0345-1000|1245-1345,0,NSE:IDFCFIRSTB-EQ,11184,IDFCFIRSTB,IDFCFIRSTB,0,,INR
20260713,XNSE,INDIAN ENERGY EXC LTD,EQ,EQUITY,100,1,1,INE022Q01020,0330-0338|0345-1000|1245-1345,0,NSE:IEX-EQ,220,IEX,IEX,0,,INR
20260713,XNSE,THE INDIAN HOTELS CO. LTD,EQ,EQUITY,100,1,5,INE053A01029,0330-0338|0345-1000|1245-1345,0,NSE:INDHOTEL-EQ,1512,INDHOTEL,INDHOTEL,0,,INR
20260713,XNSE,INDIAN BANK,EQ,EQUITY,100,1,5,INE562A01011,0330-0338|0345-1000|1245-1345,0,NSE:INDIANB-EQ,14309,INDIANB,INDIANB,0,,INR
20260713,XNSE,INTERGLOBE AVIATION LTD,EQ,EQUITY,100,1,50,INE646L01027,0330-0338|0345-1000|1245-1345,0,NSE:INDIGO-EQ,11195,INDIGO,INDIGO,0,,INR
20260713,XNSE,INDUSIND BANK LIMITED,EQ,EQUITY,100,1,5,INE095A01012,0330-0338|0345-1000|1245-1345,0,NSE:INDUSINDBK-EQ,5258,INDUSINDBK,INDUSINDBK,0,,INR
20260713,XNSE,INDUS TOWERS LIMITED,EQ,EQUITY,100,1,5,INE121J01017,0330-0338|0345-1000|1245-1345,0,NSE:INDUSTOWER-EQ,29135,INDUSTOWER,INDUSTOWER,0,,INR
20260713,XNSE,INFOSYS LIMITED,EQ,EQUITY,100,1,10,INE009A01021,0330-0338|0345-1000|1245-1345,0,NSE:INFY-EQ,1594,INFY,INFY,0,,INR
20260713,XNSE,INOX WIND LIMITED,EQ,EQUITY,100,1,1,INE066P01011,0330-0338|0345-1000|1245-1345,0,NSE:INOXWIND-EQ,7852,INOXWIND,INOXWIND,0,,INR
20260713,XNSE,INDIAN OIL CORP LTD,EQ,EQUITY,100,1,1,INE242A01010,0330-0338|0345-1000|1245-1345,0,NSE:IOC-EQ,1624,IOC,IOC,0,,INR
20260713,XNSE,INDIAN RENEWABLE ENERGY,EQ,EQUITY,100,1,1,INE202E01016,0330-0338|0345-1000|1245-1345,0,NSE:IREDA-EQ,20261,IREDA,IREDA,0,,INR
20260713,XNSE,INDIAN RAILWAY FIN CORP L,EQ,EQUITY,100,1,1,INE053F01010,0330-0338|0345-1000|1245-1345,0,NSE:IRFC-EQ,2029,IRFC,IRFC,0,,INR
20260713,XNSE,ITC LTD,EQ,EQUITY,100,1,5,INE154A01025,0330-0338|0345-1000|1245-1345,0,NSE:ITC-EQ,1660,ITC,ITC,0,,INR
